iter	Logloss
174	0.2201516386
175	0.2198722615
176	0.219544387
177	0.2193444211
178	0.2190335104
179	0.2186034743
180	0.2181031031
181	0.217914521
182	0.2176252585
183	0.2172592886
184	0.216903411
185	0.2165974085
186	0.2163860416
187	0.2162199688
188	0.2158693266
189	0.2155572964
190	0.2152725805
191	0.2150269244
192	0.2147630128
193	0.2144558909
194	0.2141307547
195	0.2138102684
196	0.213623443
197	0.2133404665
198	0.2130602111
199	0.2127447882
200	0.2124726616
201	0.2121246545
202	0.2118248175
203	0.2115424783
204	0.2112215787
205	0.2110428649
206	0.2106998004
207	0.2103829825
208	0.2100559863
209	0.2097440939
210	0.2095401497
211	0.209365087
212	0.2091046714
213	0.2088768918
214	0.2085794143
215	0.2083038606
216	0.2079605723
217	0.2077105761
218	0.2075257312
219	0.2073040482
220	0.2070539143
221	0.2067327047
222	0.206442185
223	0.2061648401
224	0.2058727359
225	0.2056392213
226	0.2053773075
227	0.2050484169
228	0.2046863565
229	0.2044187938
230	0.2040880948
231	0.2038120933
232	0.203547975
233	0.2033505752
234	0.2031152178
235	0.2029812815
236	0.2027660051
237	0.2025983651
238	0.2024019814
239	0.2022249381
240	0.202064893
241	0.2018552311
242	0.2017060704
243	0.2016261426
244	0.2014846285
245	0.2012347357
246	0.2010969933
247	0.2009086867
248	0.200709978
249	0.2005697901
250	0.2003660869
251	0.2001515683
252	0.1997769186
253	0.1994864849
254	0.1993316409
255	0.1991665326
256	0.1989560784
257	0.1987570252
258	0.1985756764
259	0.1984880503
260	0.1983902976
261	0.198236487
262	0.1978457001
263	0.1974947824
264	0.1972831743
265	0.1970649358
266	0.1968855503
267	0.1965449486
268	0.1963571932
269	0.1960035199
270	0.1956747154
271	0.1954109244
272	0.1951419494
273	0.1949301519
274	0.1947467537
275	0.1944918665
276	0.1942182933
277	0.1940591954
278	0.1938348086
279	0.1935679347
280	0.1934225113
281	0.1931987272
282	0.1930662547
283	0.1928096453
284	0.192612521
285	0.1923680359
286	0.192220718
287	0.1919166444
288	0.1917666743
289	0.191561094
290	0.1913602325
291	0.191182397
292	0.190975215
293	0.190780898
294	0.1905573722
295	0.1903990321
296	0.1901510338
297	0.1898779256
298	0.1896626147
299	0.1895027763
300	0.1893798277
301	0.1890498176
302	0.1888412234
303	0.1886532958
304	0.1884717059
305	0.188249644
306	0.1881159832
307	0.1879870413
308	0.1877672355
309	0.1875697151
310	0.1874243261
311	0.1873119346
312	0.1870745794
313	0.1868574431
314	0.186670101
315	0.1865466185
316	0.1863626863
317	0.1861651143
318	0.185959844
319	0.1857627714
320	0.1856143168
321	0.1854429223
322	0.1852969822
323	0.1851289633
324	0.1849440667
325	0.1848184831
326	0.1846618652
327	0.1844737137
328	0.1843525389
329	0.1841496453
330	0.1839527621
331	0.1838208407
332	0.1836685284
333	0.1835677102
334	0.1833352806
335	0.1831149581
336	0.1829266688
337	0.1828165334
338	0.1826385774
339	0.1824865406
340	0.1823886157
341	0.1822676131
342	0.1821251518
343	0.1820334785
344	0.1817875296
345	0.1816860397
346	0.1815014531
347	0.181419407
348	0.1812973195
349	0.1810878814
350	0.1809076176
351	0.1806372649
352	0.1804660599
353	0.1802460475
354	0.1801481225
355	0.1799808097
356	0.1798670577
357	0.1796384514
358	0.1794302533
359	0.1792212975
360	0.1790237771
361	0.1788594265
362	0.1786897026
363	0.1785029116
364	0.1783158279
365	0.1780823649
366	0.1779297771
367	0.1777325322
368	0.1775550412
369	0.1774123216
370	0.1771866086
371	0.1770562544
372	0.1768413053
373	0.176651621
374	0.1764992397
375	0.1763550562
376	0.1762288182
377	0.1760951402
378	0.1758124909
379	0.175675954
380	0.1754718376
381	0.1752917288
382	0.175125036
383	0.1749578609
384	0.174711912
385	0.1745470792
386	0.174449137
387	0.1742637755
388	0.1740475347
389	0.1738518054
390	0.1737055208
391	0.1735395858
392	0.1733634725
393	0.1731475761
394	0.1729428397
395	0.1727810896
396	0.172543459
397	0.1723332976
398	0.1722020306
399	0.1720721587
400	0.1718343042
401	0.1717061889
402	0.171544921
403	0.1713705989
404	0.1712350781
405	0.1710348022
406	0.1709568032
407	0.1707243048
408	0.1705757641
409	0.1704054718
410	0.1703008647
411	0.1700305465
412	0.169849301
413	0.1697046698
414	0.1695850105
415	0.1694345237
416	0.1692950935
417	0.1691188425
418	0.1689612257
419	0.1688120134
420	0.1686910797
421	0.1685662194
422	0.1684502457
423	0.1682367088
424	0.1681395244
425	0.1680150947
426	0.1678931966
427	0.1677521303
428	0.1675842836
429	0.1674391357
430	0.1673497185
431	0.167164443
432	0.1669653899
433	0.1668099431
434	0.1666856339
435	0.1665131029
436	0.1663395384
437	0.1661808539
438	0.1660650525
439	0.1659049213
440	0.1657594978
441	0.1656203259
442	0.1654983073
443	0.1653111029
444	0.1651902382
445	0.1649607191
446	0.1648073218
447	0.1646923814
448	0.1644620529
449	0.1642398877
450	0.1641296318
451	0.1640727644
452	0.1639205037
453	0.1637271166
454	0.1636110568
455	0.163455524
456	0.1632807712
457	0.1631059151
458	0.1628781872
459	0.1627231365
460	0.1625058796
461	0.1623369135
462	0.1621611447
463	0.1620760674
464	0.1619583715
465	0.1618344929
466	0.1616369381
467	0.1614989718
468	0.1612937876
469	0.1611924354
470	0.1610905322
471	0.1608884997
472	0.1607088903
473	0.1605923827
474	0.1604405354
475	0.1602438761
476	0.1600997098
477	0.1599153127
478	0.1597450549
479	0.1595584534
480	0.1595073381
481	0.1593847856
482	0.1593261099
483	0.1592156473
484	0.1590697071
485	0.1589013093
486	0.1587245416
487	0.1585392661
488	0.1584356235
489	0.158215146
490	0.1580075163
491	0.1579217846
492	0.1578089798
493	0.1576061722
494	0.1575170306
495	0.1573578122
496	0.1572355869
497	0.1571004278
498	0.1569650103
499	0.1567763766
500	0.1566511374
501	0.1564870623
502	0.1563279473
503	0.1561304613
504	0.1559388481
505	0.1557294101
506	0.1556068231
507	0.1553908923
508	0.1552591948
509	0.1551532788
510	0.1549635429
511	0.1547831929
512	0.1545781293
513	0.1544010171
514	0.1542916739
515	0.1541389483
516	0.1540011886
517	0.1538487213
518	0.1536982861
519	0.1535510888
520	0.153448755
521	0.1533036759
522	0.1531830178
523	0.1530050962
524	0.1528909481
525	0.1528066803
526	0.1525976211
527	0.1524016852
528	0.1522873476
529	0.1521624012
530	0.152034062
531	0.1519012451
532	0.1517947091
533	0.1515989627
534	0.151490515
535	0.1514008567
536	0.1512842114
537	0.1510889471
538	0.1509467958
539	0.1508168033
540	0.1506717932
541	0.15047646
542	0.1503441253
543	0.1501761753
544	0.1500345579
545	0.1499344458
546	0.1497330676
547	0.149579877
548	0.1494152336
549	0.1492231726
550	0.1490701714
551	0.1489289846
552	0.1487505463
553	0.1486026428
554	0.1484989485
555	0.1483685771
556	0.1482705833
557	0.1481749317
558	0.1479993868
559	0.1479422094
560	0.1477676977
561	0.1476406847
562	0.1475100894
563	0.1473752747
564	0.1472251324
565	0.1470708739
566	0.1469805095
567	0.1468618148
568	0.146725364
569	0.1466100964
570	0.1464928311
571	0.1463341982
572	0.1462338105
573	0.1460607111
574	0.1458905911
575	0.14571868
576	0.1456092679
577	0.1455065381
578	0.1453856044
579	0.1452230277
580	0.1451161473
581	0.1449996225
582	0.1449070364
583	0.1447193843
584	0.1446675974
585	0.1445556365
586	0.14440986
587	0.144263429
588	0.1441524066
589	0.1440162745
590	0.1438964861
591	0.1437704289
592	0.143574424
593	0.1434511998
594	0.1433362939
595	0.1432427348
596	0.1431401169
597	0.1430307651
598	0.1428829563
599	0.1427749565
600	0.1426944776
601	0.1425732425
602	0.1424804842
603	0.14227995
604	0.1421230738
605	0.1420225397
606	0.1419303756
607	0.1417532893
608	0.141665491
609	0.1415651205
610	0.1415019154
611	0.1413825317
612	0.1412176214
613	0.1410597463
614	0.1409806366
615	0.1408396219
616	0.1407349287
617	0.140636048
618	0.1404731871
619	0.1403646792
620	0.1402262651
621	0.1400802475
622	0.139911178
623	0.1398391379
624	0.1397283309
625	0.1396304146
626	0.1395780163
627	0.1395186947
628	0.1393725737
629	0.1392325063
630	0.1391119516
631	0.1390430803
632	0.138972108
633	0.138852113
634	0.1387472906
635	0.1386206392
636	0.1385163938
637	0.1384916973
638	0.1384035545
639	0.1383124926
640	0.1381735791
641	0.138013026
642	0.1379219038
643	0.1377904302
644	0.137655185
645	0.1375434738
646	0.137477117
647	0.1373734743
648	0.1372951051
649	0.137207479
650	0.1371105358
651	0.136985641
652	0.1368545549
653	0.1367111723
654	0.1366902991
655	0.1365606166
656	0.1364751433
657	0.1363782431
658	0.1363029566
659	0.1362212721
660	0.136123175
661	0.1360562499
662	0.1359194288
663	0.135817629
664	0.135651272
665	0.1355849496
666	0.1355035493
667	0.1353620955
668	0.135260554
669	0.1351603385
670	0.135041816
671	0.1349636276
672	0.1348667704
673	0.1347557223
674	0.13459597
675	0.134458572
676	0.1342823382
677	0.1341278903
678	0.1339745963
679	0.1338813558
680	0.1337813901
681	0.1336812435
682	0.1335774028
683	0.1334303604
684	0.1333217922
685	0.1331613941
686	0.1330404002
687	0.1329343981
688	0.1327825249
689	0.1326709343
690	0.1325816807
691	0.1324961901
692	0.1324502588
693	0.1323658015
694	0.1322563636
695	0.1321261559
696	0.1320728965
697	0.1319568884
698	0.1318775978
699	0.1317847017
700	0.1316707344
701	0.1316286694
702	0.1314637419
703	0.1314242085
704	0.1313374435
705	0.1312212632
706	0.1311311227
707	0.1310139607
708	0.1309179043
709	0.1308204875
710	0.1307286592
711	0.1305391471
712	0.1303868003
713	0.1302558778
714	0.1301569368
715	0.1299814263
716	0.1298853872
717	0.1298137518
718	0.1297178936
719	0.1296122704
720	0.1294938081
721	0.129435296
722	0.1293103496
723	0.1292786781
724	0.1291504337
725	0.1289748457
726	0.1288983623
727	0.1288027796
728	0.1287276567
729	0.1286215341
730	0.1284737856
731	0.1283076267
732	0.1281912913
733	0.1280847382
734	0.127964502
735	0.1278718901
736	0.1277961817
737	0.1276604457
738	0.1275190607
739	0.1274138853
740	0.1273196632
741	0.1271834018
742	0.1270637771
743	0.127008873
744	0.1268977904
745	0.1268018029
746	0.1267458741
747	0.126603387
748	0.1264737734
749	0.1263262919
750	0.1262763822
751	0.1261527963
752	0.1260697686
753	0.12601607
754	0.1258604596
755	0.1257299505
756	0.1256139252
757	0.1255509697
758	0.1254657978
759	0.1253356503
760	0.1252011542
761	0.1250863172
762	0.1250320331
763	0.1249631964
764	0.1248729525
765	0.1247844825
766	0.1246601733
767	0.1245580118
768	0.1244696968
769	0.1243814335
770	0.1242707987
771	0.1242275712
772	0.124143312
773	0.1240256419
774	0.1239270109
775	0.1238316693
776	0.1237223778
777	0.123634502
778	0.1234790983
779	0.1233738626
780	0.1233092711
781	0.1231774703
782	0.1230593266
783	0.1230131024
784	0.1229393918
785	0.1228195259
786	0.1227430081
787	0.1226816974
788	0.1225834539
789	0.1224760654
790	0.1223621928
791	0.1222309948
792	0.1221314854
793	0.1220823163
794	0.1220196709
795	0.1218691152
796	0.1217690806
797	0.1216943194
798	0.1215638361
799	0.1215239239
800	0.1214030419
801	0.121249412
802	0.1211713442
803	0.1210425831
804	0.1209524943
805	0.1208921308
806	0.1207659444
807	0.1206677439
808	0.1206210375
809	0.1205572468
810	0.1204361237
811	0.1203326447
812	0.1202299062
813	0.1201745888
814	0.1200953326
815	0.1200542751
816	0.1199851456
817	0.1199357009
818	0.1198526042
819	0.1197605348
820	0.1196412717
821	0.1195712466
822	0.1194740192
823	0.1194521385
824	0.1193565214
825	0.1192709275
826	0.1192006268
827	0.1191264168
828	0.1189600167
829	0.1188225326
830	0.1187496487
831	0.1186926693
832	0.1186581045
833	0.118604518
834	0.118517443
835	0.1184231347
836	0.118361824
837	0.1182838595
838	0.1181377643
839	0.1180510941
840	0.1179551583
841	0.1178529623
842	0.1177886808
843	0.1177274304
844	0.1176501117
845	0.1175500168
846	0.1174316665
847	0.1173302196
848	0.1171580674
849	0.1170613739
850	0.1169488188
851	0.11689103
852	0.1168101291
853	0.1167249227
854	0.1165904784
855	0.1165259816
856	0.1164541654
857	0.116405754
858	0.1163235012
859	0.116198064
860	0.1161219164
861	0.1160461822
862	0.115949592
863	0.1158612167
864	0.1157557055
865	0.1156430901
866	0.1155552918
867	0.1154536727
868	0.1153501679
869	0.1152741839
870	0.1152004991
871	0.1151135102
872	0.1150424174
873	0.1149494696
874	0.1148269688
875	0.1146674404
876	0.1145726327
877	0.1144475743
878	0.1143829311
879	0.1142666647
880	0.1141825863
881	0.1140963294
882	0.1140611102
883	0.1139850832
884	0.1139225152
885	0.1138411236
886	0.1137348373
887	0.1136502423
888	0.1135762389
889	0.1134779695
890	0.1133781933
891	0.1133130678
892	0.1132546074
893	0.1132056536
894	0.113097249
895	0.112995828
896	0.1129132996
897	0.1128190086
898	0.1127193787
899	0.1126168468
900	0.112547347
901	0.1124720261
902	0.1124095185
903	0.1123169927
904	0.1122370391
905	0.1121460891
906	0.1120175088
907	0.1118815919
908	0.1117849673
909	0.1116545701
910	0.1115873694
911	0.1115336364
912	0.1114726013
913	0.1113911235
914	0.1113580398
915	0.1112846822
916	0.1111981325
917	0.1111137614
918	0.111043013
919	0.1110115568
920	0.1109332737
921	0.1108874973
922	0.1108180061
923	0.1107439855
924	0.1106229141
925	0.1105514595
926	0.1104594074
927	0.1104098593
928	0.1103613791
929	0.1102857052
930	0.1101740198
931	0.1100813304
932	0.1100106164
933	0.1099564873
934	0.1098582438
935	0.1097538175
936	0.1096744064
937	0.1096051218
938	0.1095368878
939	0.1094372235
940	0.1093499418
941	0.109284472
942	0.1092105289
943	0.1091334857
944	0.1090120096
945	0.1089438187
946	0.108855874
947	0.1087889058
948	0.1087045519
949	0.1086366021
950	0.1085490448
951	0.10844461
952	0.1083644669
953	0.1082622106
954	0.1082065832
955	0.1081665074
956	0.1080888787
957	0.1080149528
958	0.1079377633
959	0.1078604188
960	0.1077866479
961	0.107724855
962	0.1076164418
963	0.1075358768
964	0.1074691755
965	0.107370312
966	0.1072684432
967	0.1072522631
968	0.1071681933
969	0.1071143398
970	0.107021039
971	0.1069446331
972	0.1068489212
973	0.1067830639
974	0.1067430225
975	0.1066734882
976	0.1066287366
977	0.1065633959
978	0.1064247321
979	0.106372618
980	0.1063179033
981	0.106251159
982	0.1061872909
983	0.1061346429
984	0.1060600884
985	0.1059478691
986	0.1058057436
987	0.1057708258
988	0.1056931283
989	0.1056054677
990	0.1055304052
991	0.1054735722
992	0.1054229736
993	0.1053191243
994	0.1052688013
995	0.1051479193
996	0.105087573
997	0.1050246262
998	0.1049396696
999	0.1048925154
